model_year,brand,type,miles_per_gallon,premium_version,msrp,collection_car
2015,Land,SUV,22.0,1,65000.0,1
2015,GMC,Minivan,11.0,0,33200.0,0
2020,Porsche,SUV,18.0,1,130000.0,0
2020,Ford,SUV,0.0,0,42795.0,0
2020,Mitsubishi,SUV,25.0,0,28795.0,0
2016,Tesla,Sedan,130.0,1,62000.0,0
2005,Dodge,Pickup,15.0,0,19000.0,0
2016,BMW,Sedan,23.0,1,42000.0,0
2023,INFINITI,Sedan,20.0,1,60000.0,0
2013,Porsche,Sedan,18.0,1,136800.0,1
2015,Audi,Coupe,24.0,1,44000.0,0
2003,Jaguar,Pickup,15.0,0,25000.0,0
2012,Mercedes-Benz,Sedan,20.0,1,60000.0,0
2018,Hyundai,Sedan,25.0,0,28500.0,0
2021,Ford,SUV,102.0,0,42995.0,0
2023,BMW,SUV,19.0,1,82500.0,0
2021,Honda,Sedan,48.0,1,36700.0,0
2022,Toyota,SUV,13.0,1,71300.0,0
2010,Chevrolet,Pickup,15.0,0,30000.0,0
2021,Dodge,Coupe,19.0,0,28995.0,0
2023,Kia,SUV,29.0,0,26500.0,0
2017,Mercedes-Benz,Sedan,24.0,1,52500.0,0
2014,Acura,Sedan,21.0,1,40000.0,0
2015,RAM,Pickup,15.0,1,31000.0,0
2013,BMW,SUV,13.0,1,92500.0,0
1994,Jeep,SUV,15.0,0,20000.0,1
2019,Alfa,SUV,24.0,1,46200.0,0
2018,RAM,Pickup,20.0,1,49500.0,0
2018,Subaru,SUV,20.0,1,35700.0,0
2007,Mercedes-Benz,SUV,20.0,0,45000.0,0
2020,Lexus,SUV,30.0,1,55100.0,0
2022,Cadillac,SUV,16.0,1,76990.0,0
2017,Hyundai,Sedan,20.0,1,60000.0,0
2019,Lamborghini,Coupe,11.0,1,421321.0,1
2020,Chevrolet,SUV,21.0,1,48000.0,0
2016,Toyota,Sedan,30.0,0,20700.0,0
2019,Ford,SUV,20.0,1,52990.0,0
2020,GMC,SUV,15.0,1,78000.0,0
2016,Jeep,SUV,21.0,1,32000.0,0
2005,Porsche,Coupe,19.0,1,60000.0,1
2015,MINI,Hatchback,26.0,1,25000.0,0
2015,Genesis,Sedan,24.0,0,36000.0,0
2013,BMW,Coupe,21.0,1,76000.0,0
2008,Cadillac,Sedan,16.0,1,63000.0,0
2014,BMW,Sedan,24.0,1,50000.0,0
2016,GMC,SUV,16.0,1,75995.0,0
2015,Ford,SUV,22.0,0,24500.0,0
2022,Kia,Sedan,31.0,0,20215.0,0
2021,Porsche,Sedan,23.0,1,115000.0,0
2003,Chevrolet,Coupe,20.0,1,25000.0,0
2006,Chevrolet,Sedan,24.0,0,22105.0,0
2009,Chevrolet,SUV,15.0,0,42600.0,0
2021,Mercedes-Benz,Coupe,16.0,1,115000.0,0
2015,Hyundai,Sedan,24.0,0,29900.0,0
2010,Kia,Sedan,32.0,0,24400.0,0
2015,Mercedes-Benz,Van,24.0,0,40000.0,0
2018,Porsche,Sedan,21.0,0,85000.0,0
2008,Mazda,SUV,20.0,0,23900.0,0
2018,Nissan,Minivan,15.0,0,38000.0,0
2017,BMW,Coupe,30.0,0,43000.0,0
2012,Audi,Coupe,18.0,1,50800.0,0
2007,Mazda,Convertible,25.0,0,21000.0,1
2023,Chevrolet,SUV,20.0,1,82500.0,0
2018,Chevrolet,SUV,20.0,1,33500.0,0
2021,Land,SUV,20.0,1,83900.0,0
2007,Mercedes-Benz,Convertible,14.0,1,132000.0,1
2006,BMW,Convertible,30.0,1,44900.0,1
2010,Ford,Pickup,12.0,0,29000.0,0
2018,Maserati,SUV,18.0,1,80000.0,0
2009,Lincoln,Sedan,18.0,0,35000.0,0
2021,Land,SUV,25.0,0,42000.0,0
2015,Ford,Hatchback,23.0,1,36995.0,1
2011,Cadillac,SUV,12.0,1,74840.0,0
2010,Jeep,SUV,16.0,1,32190.0,0
2021,Porsche,Sedan,21.0,1,106000.0,0
2022,Ford,Pickup,20.0,0,30000.0,0
2011,Mercedes-Benz,Sedan,16.0,1,58850.0,0
2021,Chevrolet,SUV,15.0,1,64000.0,0
2014,Ford,Van,0.0,0,0.0,0
2007,Chevrolet,Van,19.0,0,24000.0,0
2017,Cadillac,SUV,21.0,0,38990.0,0
2020,Honda,SUV,28.0,1,31950.0,0
2014,Mitsubishi,SUV,24.0,0,19995.0,0
2014,Lincoln,Sedan,24.0,0,35500.0,0
2020,Cadillac,SUV,14.0,1,100000.0,0
2013,Porsche,Convertible,18.0,1,160000.0,1
2022,Chevrolet,Coupe,15.0,1,106000.0,1
2015,BMW,Coupe,76.0,0,147500.0,1
2021,Ford,Pickup,19.0,0,40600.0,0
2008,Volkswagen,Hatchback,25.0,0,22000.0,0
2011,Hyundai,SUV,20.0,0,26500.0,0
2023,Jeep,SUV,22.0,1,49500.0,0
2017,Kia,Sedan,24.0,1,29900.0,0
2020,Land,SUV,22.0,0,41900.0,0
2014,INFINITI,Coupe,19.0,1,47490.0,0
2013,BMW,Sedan,39.0,0,25700.0,0
2002,Nissan,Sedan,28.0,0,15000.0,0
2003,Acura,SUV,20.0,1,0.0,0
2020,MINI,SUV,25.0,1,32000.0,0
2022,Mercedes-Benz,Convertible,20.0,1,112000.0,0
2012,Dodge,Pickup,15.0,0,24000.0,0
2019,INFINITI,Coupe,20.0,1,49900.0,0
2020,Land,SUV,25.0,0,42000.0,0
2003,Ford,Pickup,15.0,0,22000.0,0
2015,Mercedes-Benz,Coupe,19.0,1,68200.0,0
2019,Audi,SUV,21.0,1,83700.0,0
2020,Volvo,Sedan,25.0,0,43000.0,0
2012,Hummer,SUV,16.0,0,32000.0,0
2016,Ford,SUV,21.0,1,39400.0,0
2022,Ford,SUV,15.0,1,74995.0,0
2019,RAM,Pickup,15.0,0,35000.0,0
2009,Hummer,SUV,10.0,0,62000.0,0
2020,Mazda,SUV,25.0,1,30500.0,0
2015,Audi,Sedan,20.0,1,61000.0,0
2018,Kia,SUV,20.0,0,26500.0,0
2021,BMW,Sedan,20.0,1,96000.0,0
2019,Toyota,SUV,20.0,0,38900.0,0
2016,Audi,Sedan,18.0,1,83700.0,0
2022,Kia,SUV,24.0,1,42000.0,0
2022,BMW,Sedan,15.0,1,130000.0,1
2019,Chevrolet,Pickup,10.0,1,55000.0,0
2013,Land,SUV,20.0,0,50000.0,0
2020,Mercedes-Benz,Van,15.0,1,45000.0,0
2015,Audi,Sedan,22.0,1,112000.0,0
2006,Lexus,SUV,20.0,0,35000.0,0
2017,Cadillac,SUV,17.0,1,46890.0,0
2008,Ford,Pickup,16.0,0,25000.0,0
2015,Kia,Sedan,22.0,1,26400.0,0
2016,BMW,Coupe,24.0,0,33950.0,0
2023,Mazda,SUV,24.0,0,26900.0,0
2022,BMW,SUV,22.0,1,74900.0,0
2012,Toyota,SUV,22.0,0,24000.0,0
2005,Porsche,SUV,14.0,1,100000.0,0
2018,GMC,SUV,20.0,1,80000.0,0
2011,GMC,Minivan,16.0,0,33000.0,0
2019,Subaru,SUV,20.0,0,44795.0,0
2023,Hyundai,SUV,38.0,0,36450.0,0
2014,Hyundai,Sedan,24.0,0,23500.0,0
2020,Toyota,Sedan,28.0,1,35000.0,0
2008,Nissan,Pickup,15.0,0,24100.0,0
2014,Audi,Coupe,26.0,1,50350.0,0
2021,Mercedes-Benz,Convertible,26.0,0,55300.0,0
2013,Ford,Pickup,18.0,0,30000.0,0
2024,Audi,Sedan,18.0,1,126000.0,1
2010,Nissan,Sedan,32.0,0,20000.0,0
2020,Ferrari,Convertible,15.0,1,250000.0,1
2009,Ford,Pickup,15.0,1,47000.0,0
2013,Audi,Sedan,28.0,0,29900.0,0
2009,Subaru,Sedan,19.0,1,33995.0,1
2007,Dodge,Sedan,18.0,1,30995.0,0
2010,Chevrolet,Pickup,16.0,0,28000.0,0
2023,Land,SUV,20.0,1,74900.0,0
2024,BMW,Sedan,18.0,1,90000.0,1
2007,Pontiac,Convertible,20.0,0,24000.0,0
2019,Chevrolet,Pickup,20.0,0,40200.0,0
2019,Lincoln,SUV,21.0,1,59900.0,0
2010,Dodge,SUV,20.0,0,25000.0,0
2008,BMW,Coupe,25.0,1,50000.0,0
2023,BMW,SUV,20.0,1,85800.0,0
2017,BMW,SUV,20.0,1,74900.0,0
2013,Audi,Sedan,20.0,1,60000.0,0
2008,Porsche,Coupe,20.0,0,50000.0,0
2017,INFINITI,Sedan,29.0,1,51600.0,0
2021,Toyota,SUV,13.0,1,62800.0,0
2003,Toyota,Sedan,24.0,1,22500.0,0
2017,Porsche,SUV,20.0,0,52000.0,0
2007,Lexus,SUV,20.0,0,38000.0,0
2010,Mercedes-Benz,Convertible,16.0,1,102000.0,0
2004,Dodge,Pickup,15.0,0,40000.0,0
2008,Lamborghini,Coupe,14.0,1,200000.0,1
2018,Nissan,Pickup,15.0,0,41000.0,0
2011,Ford,SUV,28.0,1,29900.0,0
2017,RAM,Pickup,16.0,1,53000.0,0
2018,Audi,Sedan,30.0,0,28000.0,0
2015,Mercedes-Benz,Sedan,19.0,1,94250.0,0
2007,Porsche,SUV,15.0,1,94900.0,0
2021,Mazda,SUV,20.0,1,46000.0,0
2016,Chevrolet,Coupe,15.0,1,79900.0,1
2019,BMW,Coupe,15.0,1,130000.0,0
2022,Toyota,Sedan,51.0,0,28000.0,0
2017,Mazda,SUV,24.0,1,29000.0,0
2020,Mercedes-Benz,Sedan,20.0,1,58850.0,0
2016,Mercedes-Benz,Coupe,15.0,1,198000.0,1
2022,Toyota,Pickup,18.0,1,50000.0,0
2019,Subaru,Sedan,21.0,0,32995.0,0
2018,Ford,Minivan,14.0,0,34000.0,0
2022,Land,SUV,20.0,1,105000.0,0
2020,BMW,Coupe,20.0,1,84000.0,1
2015,Cadillac,Sedan,19.0,1,61000.0,0
2009,Chevrolet,Pickup,15.0,0,29000.0,0
2004,Mercedes-Benz,Convertible,17.0,1,107900.0,1
2022,Jaguar,Coupe,16.0,1,105900.0,1
2021,Lincoln,SUV,22.0,1,40000.0,0
2015,Mercedes-Benz,SUV,20.0,1,51000.0,0
2014,Lexus,Sedan,19.0,1,40000.0,0
2022,Ford,Pickup,70.0,0,55000.0,0
2020,Hyundai,SUV,20.0,1,49000.0,0
2019,GMC,SUV,20.0,1,73500.0,0
2018,Cadillac,Sedan,20.0,1,63500.0,0
2007,Dodge,Coupe,18.0,0,26000.0,0
2017,Ford,SUV,18.0,1,80000.0,0
2002,Toyota,SUV,13.0,0,58000.0,0
2011,BMW,Coupe,15.0,0,131000.0,0
2008,Nissan,Sedan,20.0,0,28950.0,0
2013,Mercedes-Benz,Convertible,19.0,1,148000.0,1
2011,Subaru,Sedan,20.0,1,35000.0,1
2022,GMC,SUV,18.0,1,60000.0,0
2016,Chevrolet,Coupe,20.0,0,30000.0,0
2015,Land,SUV,24.0,1,46000.0,0
2008,Porsche,SUV,14.0,1,100000.0,1
2006,Mazda,SUV,15.0,1,36300.0,0
2023,Ford,SUV,18.0,1,74900.0,0
2015,Acura,Sedan,24.0,1,27990.0,0
2009,Nissan,Coupe,20.0,0,30000.0,0
2010,Jeep,SUV,15.0,0,29315.0,0
2008,Toyota,Coupe,20.0,0,35000.0,0
2021,Nissan,SUV,0.0,0,0.0,0
2020,BMW,Sedan,22.0,1,54000.0,0
1997,Chevrolet,Coupe,18.0,0,22500.0,1
2018,BMW,Sedan,21.0,0,53000.0,0
2004,Chevrolet,Pickup,15.0,0,28500.0,1
2003,Porsche,Coupe,20.0,1,80000.0,1
2019,GMC,Pickup,13.0,1,65000.0,0
2016,Audi,Sedan,30.0,1,68700.0,0
2019,Porsche,SUV,20.0,1,50000.0,0
2011,Ford,Sedan,41.0,0,28000.0,0
2018,Dodge,Pickup,17.0,0,42000.0,0
2009,BMW,Coupe,15.0,1,85000.0,0
2022,Mercedes-Benz,SUV,24.0,0,45000.0,0
1998,Ford,SUV,12.0,1,50000.0,1
2021,BMW,SUV,21.0,1,65000.0,0
2012,Subaru,SUV,20.0,0,22995.0,0
2015,Mercedes-Benz,SUV,13.0,1,148900.0,1
2016,Land,SUV,19.0,1,83400.0,0
1995,Toyota,SUV,12.0,0,45000.0,1
2013,Nissan,Coupe,18.0,1,43000.0,0
2022,Lexus,SUV,41.0,0,39900.0,0
2004,Ford,Minivan,14.0,0,25000.0,0
2016,Alfa,Sedan,24.0,0,40000.0,0
2011,Cadillac,Sedan,19.0,0,44995.0,0
2017,Tesla,Sedan,130.0,1,35000.0,0
2014,Subaru,Sedan,23.0,0,38000.0,1
2003,Acura,SUV,19.0,0,40000.0,0
2021,Kia,SUV,29.0,0,24000.0,0
2004,Porsche,Sedan,18.0,0,90000.0,1
2021,Chevrolet,Pickup,14.0,0,35100.0,0
2013,Ford,Pickup,15.0,0,30000.0,0
2018,Nissan,Pickup,14.0,0,40800.0,0
2009,GMC,SUV,20.0,0,29900.0,0
2019,Volvo,Sedan,27.0,1,58950.0,0
2012,Chrysler,Sedan,20.0,1,30000.0,0
2006,Toyota,Sedan,40.0,0,25000.0,0
2016,Land,SUV,22.0,1,77300.0,0
2013,Hyundai,SUV,20.0,0,30000.0,0
2004,Nissan,Coupe,18.0,1,32000.0,0
2015,Cadillac,SUV,17.0,1,80000.0,0
2005,Buick,SUV,18.0,0,35000.0,0
2016,Ford,SUV,20.0,0,34800.0,0
2010,Acura,Coupe,22.0,1,25000.0,0
2017,Bentley,Convertible,18.0,1,202500.0,1
2016,GMC,SUV,16.0,0,60000.0,0
2012,Mercedes-Benz,SUV,24.0,0,32100.0,0
2023,Land,SUV,21.0,1,64600.0,0
2009,Lexus,Sedan,21.0,0,35000.0,0
2003,Toyota,SUV,21.0,0,21500.0,0
2021,Toyota,Coupe,22.0,1,33900.0,0
2008,Mazda,SUV,24.0,0,23000.0,0
2019,Jaguar,Sedan,25.0,0,61900.0,0
2003,Dodge,Pickup,15.0,0,25500.0,0
2015,Ford,Van,15.0,0,35000.0,0
2016,Mercedes-Benz,Sedan,20.0,1,60400.0,0
2022,Chevrolet,SUV,29.0,1,33600.0,0
2006,Nissan,Coupe,20.0,1,32000.0,0
2019,Lexus,SUV,20.0,1,46500.0,0
2012,Audi,SUV,20.0,1,36400.0,0
2003,Chevrolet,Coupe,18.0,0,26000.0,1
1998,Lincoln,Sedan,17.0,0,45500.0,0
2014,Nissan,Sedan,27.0,0,23000.0,0
2016,BMW,Coupe,22.0,1,84000.0,0
2019,Kia,SUV,23.0,1,28700.0,0
2011,Toyota,SUV,13.0,0,81500.0,0
2023,Toyota,Coupe,24.0,1,64900.0,1
2006,Mazda,SUV,20.0,1,30000.0,0
2020,Honda,Sedan,30.0,0,32000.0,0
2017,BMW,Coupe,30.0,1,49000.0,0
2008,Nissan,SUV,12.0,1,41000.0,0
2007,Dodge,Hatchback,26.0,0,14500.0,0
2020,Hummer,SUV,10.0,0,65000.0,0
2023,Toyota,SUV,16.0,0,85900.0,1
2022,Land,SUV,23.0,1,75900.0,0
1996,Dodge,Pickup,16.0,0,24000.0,0
2001,Toyota,Pickup,15.0,0,25100.0,0
2016,Toyota,SUV,20.0,1,37500.0,0
2019,Mazda,Sedan,26.0,0,27600.0,0
2003,Nissan,Coupe,20.0,0,28000.0,0
2022,Buick,SUV,28.0,0,35900.0,0
2006,Toyota,SUV,20.0,1,30500.0,0
2017,Jaguar,SUV,25.0,1,60000.0,0
2022,Audi,Sedan,24.0,1,59800.0,0
2017,GMC,SUV,23.0,1,30300.0,0
2012,Toyota,Hatchback,30.0,0,15000.0,0
2016,Toyota,SUV,17.0,1,36400.0,0
2014,Hyundai,Sedan,28.0,0,16400.0,0
2020,Audi,Sedan,15.0,1,162900.0,1
2022,Audi,SUV,17.0,1,88500.0,0
2009,Nissan,SUV,12.0,1,50000.0,0
2000,Porsche,Convertible,20.0,1,50000.0,1
2008,Acura,Sedan,20.0,0,29000.0,0
2017,Porsche,Sedan,21.0,0,85900.0,1
2020,Porsche,Sedan,20.0,1,150000.0,0
2010,Honda,SUV,20.0,0,30310.0,0
2009,Porsche,Convertible,19.0,1,99350.0,1
2014,Lincoln,SUV,18.0,1,60995.0,0
2021,Mercedes-Benz,SUV,21.0,0,76900.0,0
2018,Toyota,Pickup,20.0,0,25000.0,0
1993,Mazda,Sedan,28.0,0,14000.0,0
2007,Porsche,SUV,15.0,1,66900.0,0
2017,Buick,Sedan,21.0,1,36300.0,0
2018,BMW,Coupe,15.0,1,140000.0,0
2022,Audi,Sedan,28.0,1,50000.0,0
2009,Land,SUV,14.0,1,65000.0,0
2012,Cadillac,Sedan,18.0,1,48000.0,0
2017,Hyundai,SUV,24.0,0,34000.0,0
2023,Land,SUV,21.0,1,83000.0,0
2022,BMW,SUV,27.0,0,36500.0,0
2021,Bentley,SUV,14.0,1,227000.0,0
2006,Lexus,Sedan,24.0,0,32900.0,0
2022,Cadillac,Sedan,24.0,1,43990.0,0
2016,Nissan,Minivan,24.0,0,22000.0,0
2019,Toyota,Sedan,51.0,1,33500.0,0
2012,Mercedes-Benz,Convertible,18.0,1,108000.0,0
2015,Chevrolet,Coupe,23.0,1,78500.0,1
2012,Mercedes-Benz,Convertible,16.0,1,148000.0,1
2013,Toyota,Sedan,25.0,1,26500.0,0
2014,GMC,SUV,17.0,1,43800.0,0
2015,Lexus,Sedan,25.0,0,38000.0,0
2020,Nissan,Sedan,20.0,1,43800.0,0
2020,Nissan,Pickup,15.0,0,48500.0,0
1998,Chevrolet,Coupe,18.0,0,25000.0,0
2016,BMW,SUV,14.0,1,103050.0,0
2015,Cadillac,SUV,18.0,1,82900.0,0
2020,Volvo,SUV,30.0,1,74900.0,0
2020,Lexus,SUV,20.0,1,47000.0,0
2005,Ford,SUV,14.0,0,49000.0,0
2022,Volkswagen,Sedan,24.0,0,34500.0,0
2021,Nissan,Pickup,16.0,0,40000.0,0
2019,Audi,SUV,23.0,1,54700.0,0
2006,Porsche,Sedan,18.0,0,75000.0,0
2012,Lincoln,SUV,20.0,0,39600.0,0
2021,Nissan,Hatchback,111.0,0,43300.0,0
2020,Mercedes-Benz,SUV,21.0,0,54000.0,0
2018,Jeep,SUV,22.0,1,100000.0,0
2011,Land,SUV,12.0,1,73000.0,0
2005,Lexus,SUV,20.0,0,38000.0,0
2015,Acura,Coupe,26.0,1,29000.0,1
2020,Land,SUV,16.0,1,83750.0,0
2017,Mercedes-Benz,Convertible,18.0,1,154800.0,0
2018,Porsche,SUV,20.0,1,83500.0,0
2009,Acura,Sedan,20.0,1,35000.0,0
2014,Dodge,Sedan,18.0,0,29890.0,0
2023,Lexus,Sedan,43.0,1,31850.0,0
2009,Dodge,Pickup,15.0,0,27000.0,0
2022,Jeep,SUV,49.0,1,55000.0,0
2005,Ford,Pickup,20.0,0,22000.0,0
2006,Jeep,SUV,20.0,0,30000.0,0
2004,Jeep,SUV,19.0,0,23000.0,0
2019,BMW,Sedan,22.0,1,86000.0,0
2010,Nissan,SUV,25.0,1,27990.0,0
1999,BMW,Coupe,15.0,1,100000.0,1
2013,Volvo,Sedan,25.0,1,32000.0,0
1999,Dodge,Minivan,15.0,0,25000.0,0
2019,Ford,Van,12.0,0,35000.0,0
2005,RAM,Pickup,15.0,0,30000.0,0
2020,Kia,Sedan,29.0,0,25890.0,0
2008,Lexus,Convertible,21.0,1,84000.0,1
2022,Chevrolet,Pickup,22.0,0,30000.0,0
2013,Lexus,SUV,18.0,1,44150.0,0
2015,Mercedes-Benz,Sedan,26.0,0,33900.0,0
2002,Lexus,Sedan,19.0,0,57800.0,1
2015,BMW,SUV,24.0,1,39850.0,0
2011,Hyundai,Coupe,21.0,1,24900.0,0
2014,Audi,Sedan,25.0,0,48700.0,0
2022,Volvo,SUV,30.0,1,65000.0,0
1997,Dodge,Sedan,17.0,1,29900.0,0
2011,Audi,Sedan,15.0,1,77350.0,0
2016,Ford,Van,17.0,0,32000.0,0
2016,Lexus,SUV,31.0,0,52000.0,0
2011,Mitsubishi,Hatchback,25.0,0,20000.0,0
2008,Chevrolet,SUV,14.0,1,58000.0,0
2014,Volvo,Sedan,25.0,1,33900.0,0
2007,Ford,SUV,14.0,0,41730.0,0
2009,Acura,SUV,20.0,1,48000.0,0
2002,GMC,Pickup,15.0,0,34000.0,0
2017,BMW,Coupe,24.0,1,55000.0,0
2009,MINI,Hatchback,28.0,0,19900.0,0
2020,Lexus,SUV,20.0,1,43000.0,0
1994,Cadillac,Sedan,18.0,0,33500.0,0
2013,Porsche,SUV,28.0,1,65800.0,0
2022,INFINITI,Sedan,20.0,1,43000.0,0
2021,Audi,Coupe,24.0,1,51000.0,0
2014,Hyundai,Sedan,22.0,0,26500.0,0
2020,Alfa,Sedan,24.0,1,74900.0,0
2019,Honda,SUV,20.0,0,39800.0,0
2014,Mercedes-Benz,Sedan,17.0,1,96600.0,0
2012,Mercedes-Benz,Coupe,19.0,0,50000.0,0
2020,Ford,Pickup,20.0,0,35000.0,0
2018,Nissan,SUV,26.0,0,24850.0,0
2019,Lexus,Sedan,28.0,0,39900.0,0
2011,Ford,SUV,17.0,1,35800.0,0
2014,Porsche,Coupe,28.0,1,67500.0,1
2002,Toyota,Pickup,15.0,0,28000.0,0
2022,Volvo,SUV,30.0,1,70000.0,0
2015,Mazda,Sedan,30.0,1,27000.0,0
2017,Ford,SUV,20.0,0,40795.0,0
2019,Volkswagen,Hatchback,24.0,1,30000.0,0
2024,Chevrolet,Coupe,20.0,0,42000.0,0
2013,Alfa,Sedan,24.0,0,35000.0,0
2007,Toyota,Sedan,30.0,0,16400.0,0
2016,Chevrolet,Van,14.0,0,30000.0,0
1999,Toyota,Sedan,24.0,0,20000.0,0
2019,Kia,Sedan,33.0,0,19000.0,0
2017,Mercedes-Benz,Sedan,20.0,1,62000.0,0
2016,Chevrolet,Pickup,17.0,1,47000.0,0
2017,Jeep,SUV,18.0,0,30995.0,0
2021,Toyota,Pickup,18.0,1,39900.0,0
2009,Chevrolet,Pickup,15.0,0,28000.0,0
2017,Toyota,SUV,13.0,0,47000.0,0
2016,RAM,Van,18.0,0,32000.0,0
2023,Lexus,Coupe,16.0,1,104000.0,1
1995,Chrysler,Sedan,0.0,0,0.0,0
2013,Porsche,Sedan,20.0,1,83500.0,0
2018,Nissan,SUV,20.0,0,35000.0,0
2020,Chevrolet,Pickup,18.0,1,53000.0,0
2011,Land,SUV,18.0,1,39750.0,0
2015,Porsche,Sedan,21.0,1,83200.0,0
2018,Alfa,SUV,24.0,0,50000.0,0
2012,Mercedes-Benz,Sedan,0.0,0,0.0,0
2014,Mercedes-Benz,Sedan,20.0,1,100000.0,0
2013,Ford,Coupe,15.0,1,55000.0,1
2023,Maserati,Sedan,20.0,1,112000.0,0
2021,Toyota,SUV,17.0,1,49300.0,0
2022,Toyota,Pickup,17.0,0,40000.0,0
2022,Land,SUV,22.0,1,69900.0,0
2014,BMW,Sedan,24.0,1,52800.0,0
2013,Toyota,Pickup,13.0,0,30000.0,0
1998,Jeep,SUV,18.0,0,21500.0,0
2016,Toyota,SUV,24.0,0,24350.0,0
2016,Land,SUV,16.0,1,57995.0,0
2014,Lexus,SUV,15.0,1,52900.0,0
2018,Acura,Sedan,21.0,1,43000.0,0
2005,Ford,Van,12.0,0,30000.0,0
2020,INFINITI,Sedan,27.0,1,49500.0,0
2009,Volvo,SUV,20.0,0,35000.0,0
2020,Ford,Coupe,18.0,1,45000.0,0
2008,Land,SUV,12.0,1,95000.0,0
2014,Chevrolet,Pickup,16.0,0,42000.0,0
2021,Land,SUV,18.0,1,209500.0,1
2008,Kia,SUV,18.0,1,32000.0,0
2021,Honda,Minivan,22.0,0,38000.0,0
2008,Lexus,Convertible,21.0,0,38000.0,0
2020,Volvo,Hatchback,22.0,1,28400.0,0
2020,Lexus,Sedan,24.0,1,44000.0,0
2016,Acura,Sedan,20.0,1,45000.0,0
2014,Bentley,Coupe,15.0,0,197800.0,0
2008,Ford,SUV,15.0,1,35000.0,0
2021,INFINITI,SUV,14.0,1,69950.0,0
2018,Kia,Sedan,30.0,0,22000.0,0
2018,Audi,SUV,28.0,1,38000.0,0
2006,Honda,Minivan,20.0,0,32995.0,0
2017,Ford,Coupe,14.0,1,62000.0,1
2005,Hummer,SUV,20.0,0,30000.0,0
2018,Lexus,SUV,15.0,0,52900.0,0
2007,Subaru,SUV,24.0,0,25000.0,0
2021,Porsche,SUV,19.0,1,126000.0,0
2018,Genesis,Sedan,18.0,1,75000.0,0
2019,Volvo,SUV,20.0,1,65500.0,0
2015,BMW,Sedan,23.0,1,52500.0,0
2015,Audi,Coupe,20.0,1,60000.0,0
2021,Mercedes-Benz,Coupe,18.0,1,130000.0,0
2011,Honda,Convertible,24.0,0,38000.0,1
2017,Hyundai,Sedan,40.0,1,23900.0,0
2012,Porsche,Coupe,18.0,1,100000.0,1
2019,Land,SUV,14.0,1,208000.0,0
2022,Lincoln,Pickup,24.0,0,25000.0,0
2019,Hyundai,Sedan,33.0,0,19900.0,0
2007,Honda,Sedan,30.0,0,21000.0,0
2018,Lincoln,Sedan,19.0,0,36000.0,0
2007,Land,SUV,14.0,1,69000.0,0
2010,Lexus,SUV,22.0,0,38000.0,0
2004,Ford,SUV,12.0,0,50000.0,0
2022,Volkswagen,SUV,20.0,1,52500.0,0
1996,Ford,SUV,12.0,0,40000.0,0
2021,Ford,Sedan,15.0,0,90000.0,0
2008,Audi,Sedan,20.0,1,80000.0,1
2015,Toyota,Pickup,13.0,0,31100.0,0
2014,Alfa,Sedan,25.0,0,35000.0,0
2016,Mercedes-Benz,Sedan,21.0,1,75900.0,0
2020,BMW,Coupe,22.0,1,45000.0,0
2014,Mazda,Sedan,30.0,0,18000.0,0
2021,BMW,SUV,20.0,1,81900.0,0
2011,Jaguar,Coupe,16.0,1,100000.0,0
2015,Cadillac,SUV,17.0,1,75000.0,0
2013,Dodge,Pickup,17.0,0,25000.0,0
2010,Nissan,Coupe,19.0,0,30000.0,0
2015,Toyota,SUV,21.0,1,44500.0,0
2016,Dodge,Sedan,16.0,1,41995.0,0
1997,Dodge,Pickup,15.0,0,30000.0,0
2023,Ford,SUV,20.0,1,49995.0,1
2008,Honda,Sedan,25.0,0,18500.0,0
2020,Tesla,Sedan,130.0,1,45500.0,0
2020,Nissan,Pickup,15.0,0,50000.0,0
2003,Ford,Sedan,20.0,1,30000.0,0
2011,Audi,SUV,20.0,1,65900.0,0
2013,BMW,Coupe,25.0,1,48000.0,0
2017,Dodge,SUV,19.0,1,40500.0,0
2011,Dodge,Minivan,17.0,0,29500.0,0
2008,Land,SUV,20.0,1,40000.0,0
2005,Nissan,Coupe,20.0,0,35000.0,0
2020,Toyota,Coupe,24.0,0,29990.0,0
2012,Toyota,Sedan,30.0,0,18000.0,0
2020,Tesla,Sedan,121.0,1,79990.0,0
2018,Land,SUV,14.0,1,88500.0,1
2022,Mercedes-Benz,Pickup,0.0,0,0.0,0
2017,Toyota,SUV,29.0,1,48600.0,0
2020,Kia,Sedan,26.0,1,32990.0,0
2011,BMW,Sedan,15.0,1,82000.0,0
2017,Dodge,Minivan,17.0,1,29645.0,0
2015,Ford,Sedan,40.0,1,36000.0,0
2001,BMW,Sedan,20.0,0,100000.0,0
2015,MINI,Hatchback,30.0,0,24000.0,0
2007,Saturn,Convertible,24.0,0,26970.0,0
2019,Chevrolet,SUV,20.0,1,49000.0,0
2016,MINI,Hatchback,30.0,0,25000.0,0
2020,Volkswagen,Sedan,25.0,0,35845.0,0
2021,Chevrolet,Coupe,15.0,1,62895.0,1
2017,Cadillac,Sedan,20.0,1,58000.0,0
2021,Audi,Coupe,22.0,1,84400.0,0
2018,Audi,SUV,21.0,1,55000.0,0
2012,Ford,SUV,18.0,0,29000.0,0
1997,BMW,Coupe,21.0,0,36900.0,1
2001,Ford,SUV,12.0,1,50000.0,0
2014,BMW,Coupe,24.0,1,57900.0,0
